,budget,top_genre,id,keywords,original_language,original_title,overview,popularity,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,title,vote_average,vote_count,cast,crew,all_genres
3344,0,Drama,1696,"sadistic, killing, fire, sheriff, bounty hunter, cocaine, motel, ax, sadism, psychopath",en,The Devil's Rejects,"The sequel to House of 1000 Corpses â€“ the Firefly family are ambushed at their isolated home by Sheriff Wydell and a squad of armed men guns blazing â€“ yet only Otis and his sister, Baby, manage to escape the barrage of bullets unharmed. Hiding out in a backwater motel, the wanted siblings wait to rendezvous with their errant father, Captain Spaulding, killing whoever happens to stand in their way.",16.754452,"Lions Gate Films, Cinerenta Medienbeteiligungs KG, Firm Films, Cinelamda Internationale Filmproduktionsgesellschaft","Germany, United States of America",7/22/2005,0,107.0,"Español, English",Released,Death walks behind. Hell waits ahead.,The Devil's Rejects,6.6,322,"Sid Haig, Bill Moseley, Sheri Moon Zombie, William Forsythe, Ken Foree, Matthew McGrory, Leslie Easterbrook, Geoffrey Lewis, Priscilla Barnes, Dave Sheridan","Monika Mikkelsen, Michael Ohoven, Brent Morris, Robert Kurtzman, Anthony Tremblay, John Hartigan, Rob Zombie, Rob Zombie, Rob Zombie, Mike Elliott","Drama, Horror, Crime"
3345,700000,Crime,308639,"california, hip-hop, harvard university, geek, coming of age, teenager, drug, high school student",en,Dope,"Malcolm is carefully surviving life in a tough neighborhood in Los Angeles while juggling college applications, academic interviews, and the SAT. A chance invitation to an underground party leads him into an adventure that could allow him to go from being a geek, to being dope, to ultimately being himself.",29.761163,"Forest Whitaker's Significant Productions, Revolt Films, IamOTHER Entertainment",United States of America,6/19/2015,17986781,103.0,English,Released,It's hard out here for a geek.,Dope,7.2,691,"Shameik Moore, Kiersey Clemons, Tony Revolori, Zoë Kravitz, Chanel Iman, Rick Fox, Rakim Mayers, Blake Anderson, Quincy Brown, Forest Whitaker","Rick Famuyiwa, Rick Famuyiwa, Germaine Franco","Crime, Drama, Comedy"
3347,7000000,Horror,2662,"upper class, halloween, psychopath, urban legend, youth, satanic ritual",en,House of 1000 Corpses,Two teenage couples traveling across the backwoods of Texas searching for urban legends of serial killers end up as prisoners of a bizarre and sadistic backwater family of serial killers.,19.301432000000002,"Universal Pictures, Spectacle Entertainment Group",United States of America,4/11/2003,16829545,89.0,English,Released,You'll never get out alive.,House of 1000 Corpses,6.0,306,"Sid Haig, Bill Moseley, Sheri Moon Zombie, Karen Black, Erin Daniels, Chris Hardwick, Rainn Wilson, Jennifer Jostyn, Tom Towles, Walton Goggins","Tom Richmond, Kathryn Himoff, Benjamin L. Cook, Mary Erstad, Russell J. Smith, Robert K. Lambert, Robert K. Lambert, Rob Zombie, Rob Zombie, Rob Zombie",Horror
3348,0,Horror,77156,,en,Alien Zone,"A man who is having an affair with a married woman is dropped off on the wrong street when going back to his hotel. He takes refuge out of the rain when an old man invites him in. He turns out to be a mortician, who tells him the stories of the people who have wound up in his establishment over the course of four stories.",0.00037200000000000004,,United States of America,11/22/1978,0,90.0,English,Released,Don't you dare go in there!,Alien Zone,4.0,3,"John Ericson, Ivor Francis, Judith Novgrod, Burr DeBenning, Charles Aidman, Bernard Fox, Richard Gates","David O'Malley, Sharron Miller, William Jackson , Stan Worth, Ken Gibb","Horror, Action, Thriller, Science Fiction"
3349,7000000,Comedy,12573,"professor, dark comedy, telephone call, aftercreditsstinger, 1960s",en,A Serious Man,"A Serious Man is the story of an ordinary man's search for clarity in a universe where Jefferson Airplane is on the radio and F-Troop is on TV. It is 1967, and Larry Gopnik, a physics professor at a quiet Midwestern university, has just been informed by his wife Judith that she is leaving him. She has fallen in love with one of his more pompous acquaintances Sy Ableman.",23.612409,"Mike Zoss Productions, Studio Canal, Relativity Media, Focus Features, Working Title Films","United States of America, United Kingdom, France",10/2/2009,31430334,105.0,"English, עִבְרִית, ",Released,...seriously!,A Serious Man,6.6,483,"Michael Stuhlbarg, Richard Kind, Fred Melamed, Sari Lennick, Aaron Wolff, Jessica McManus, Adam Arkin, George Wyner, Peter Breitmayer, Brent Braunschweig","Roger Deakins, Nancy Haigh, Joel Coen, Joel Coen, Joel Coen, Joel Coen, Ethan Coen, Ethan Coen, Ethan Coen, Ethan Coen","Comedy, Drama"
3350,7500000,Comedy,44718,independent film,en,Get Low,"A movie spun out of equal parts folk tale, fable and real-life legend about the mysterious, 1930s Tennessee hermit who famously threw his own rollicking funeral party... while he was still alive.",6.557643,"K5 International, Zanuck Independent, David Gundlach Productions",United States of America,1/22/2010,0,103.0,"English, Français",Released,Every secret dies somewhere.,Get Low,6.5,100,"Bill Murray, Sissy Spacek, Robert Duvall, Lucas Black, Bill Cobbs, Gerald McRaney, Scott Cooper, Chandler Riggs","Julie Weiss, Jan A.P. Kaczmarek, Geoffrey Kirkland, David Boyd, Aaron Schneider, Aaron Schneider, Craig Fincannon, Lisa Mae Fincannon, C. Gaby Mitchell, Chris Provenzano","Comedy, Drama, Mystery"
3351,7000000,Adventure,11342,"witch, cemetery, magic, time travel, aging, curse, warlock, witch hunter",en,Warlock,"A warlock flees from the 17th to the 20th century, with a witch-hunter in hot pursuit. A Warlock (Julian Sands) is taken captive in Boston, Massachusetts in 1691 by a witch-hunter Giles Redferne (Richard Grant).  He is sentenced to death for his activities, including the bewitching of Redferne's bride-to-be, but before the execution a demon appears and propels the Warlock forward in time to 20th century Los Angeles, California. Redferne follows through the portal. The Warlock attempts to assemble The Grand Grimoire, a Satanic book that will reveal the ""true"" name of God.  Redferne and the Warlock then embark on a cat-and-mouse chase with the Grand Grimoire, and Kassandra (Lori Singer), a waitress who encounters Giles while he's attempting to find Warlock.",9.887661999999999,New World Pictures,United States of America,6/1/1989,0,103.0,English,Released,Satan also has one son.,Warlock,5.8,95,"Julian Sands, Lori Singer, Richard E. Grant, Mary Woronov, Kevin O'Brien, Richard Kuss, Anna Levine, David Carpenter, Nancy Fox, Frank Renzulli","Jerry Goldsmith, Roger Corman, Arnold Kopelson, David Finfer, Brian Yuzna, David Twohy, David Eggby, Steve Miner, Steve Miner","Adventure, Comedy, Fantasy, Horror"
3352,7000000,Romance,241771,"talent, success, musician, woman director",en,Beyond the Lights,"Noni Jean is a hot new rising star. But not all is what it seems, and the pressure causes Noni to nearly fall apart - until she meets Kaz Nicol, a promising young cop and aspiring politician who's been assigned to her detail. Can Kaz's love give Noni the courage to find her own voice and break free to become the artist she was meant to be?",8.079046,"Relativity Media, Homegrown Pictures, Black Entertainment Television (BET), Relativity Sports, Undisputed Cinema",United States of America,9/10/2014,14618727,116.0,English,Released,"Open your heart, find your voice.",Beyond the Lights,7.0,139,"Gugu Mbatha-Raw, Nate Parker, Minnie Driver, Machine Gun Kelly, Danny Glover, Aml Ameen, Benito Martinez, Aisha Hinds, India Jean-Jacques, Darryl Stephens","Mark Isham, Suzanne Tenner, Javier Bennassar, Cecilia Montiel, Aisha Coley, Sandra Hernandez, Leslie Shatz, Lori Mazuer, Richard L. Fox, Terilyn A. Shropshire","Romance, Drama"
3355,7000000,Romance,14578,"suicide, sex, sexuality, college, police, campus, party, love, revenge, prank",en,Outside Providence,"In this coming-of-age comedy, Tim Dunphy is leading a go-nowhere existence, spending his days smoking pot and hanging out with his best friend, Drugs Delaney. But Tim's lazy days of getting high are jettisoned after a brush with the law convinces his blue-collar dad to send him to a Connecticut prep school. The one saving grace of the new school is Jane, a fellow student Tim falls for immediately.",2.627232,"Miramax Films, Eagle Beach Productions",United States of America,8/16/1999,7292175,96.0,English,Released,Tim's getting a future... whether he likes it or not!,Outside Providence,5.6,30,"Shawn Hatosy, Amy Smart, Alec Baldwin, Jon Abrahams, Richard Jenkins, George Wendt, Robert Turano, Gabriel Mann, George Martin, Libby Langdon","Bobby Farrelly, Peter Farrelly, Michael Corrente, Michael Corrente, Ray Fisher","Romance, Comedy, Drama"
3356,7000000,Drama,57825,"indian lead, bollywood, modern day adaptation, pride & prejudice, woman director",en,Bride & Prejudice,"A Bollywood update of Jane Austen's classic tale, in which Mrs. Bakshi is eager to find suitable husbands for her four unmarried daughters. When the rich single gentlemen Balraj and Darcy come to visit, the Bakshis have high hopes, though circumstance and boorish opinions threaten to get in the way of romance.",12.150871,,"United Kingdom, United States of America",2/11/2004,0,111.0,"English, हिन्दी, Magyar, Italiano, ਪੰਜਾਬੀ, Español",Released,Bollywood meets Hollywood... And it's a perfect match,Bride & Prejudice,6.5,110,"Aishwarya Rai Bachchan, Martin Henderson, Naveen Andrews, Daniel Gillies, Indira Varma, Marsha Mason, Nadira Babbar, Anupam Kher, Namrata Shirodkar, Sonali Kulkarni","Gurinder Chadha, Gurinder Chadha, Paul Mayeda Berges, Jane Austen","Drama, Comedy, Music, Romance"
3357,0,Adventure,9555,"child abuse, sister sister relationship, prosecution, australia, approved school , based on true story, independent film, tracker, survival, outback",en,Rabbit-Proof Fence,"In 1931, three aboriginal girls escape after being plucked from their homes to be trained as domestic staff and set off on a trek across the Outback.",2.128211,"Showtime Australia, Australian Film Finance Corporation (AFFC), Rumbalara Films, Olsen Levy",Australia,2/4/2002,0,94.0,English,Released,"Follow Your Heart, Follow The Fence",Rabbit-Proof Fence,6.8,84,"Everlyn Sampi, Tianna Sansbury, Laura Monaghan, Kenneth Branagh, David Gulpilil, Jason Clarke, Ningali Lawford, Myarn Lawford, Deborah Mailman, Garry McDonald","Christopher Doyle, Jeremy Thomas, Roger Ford, Roger Ford, Veronika Jenet, Christine King, Phillip Noyce, Phillip Noyce, John Scott, Emile Sherman","Adventure, Drama, Action, History"
3359,7,Thriller,13006,"flooding, futuristic, police detective",en,Split Second,"In a futuristic London, the rising sea levels mean that large areas are under feet of water. Hauer plays a cop who previously lost his partner to some strange creature. Now the creature is back and its after him.",4.857028,"Entertainment, Muse Productions, Challenge Film Corporation, XYZ Funding N.V.",United Kingdom,5/1/1992,5,90.0,English,Released,He's seen the future. Now he has to kill it.,Split Second,5.7,63,"Rutger Hauer, Kim Cattrall, Michael J. Pollard, Alastair Duncan, Alun Armstrong, Pete Postlethwaite, Ian Dury, Roberta Eaton, Tony Steedman, Steven Hartley","John Hubbard, Ros Hubbard, Gary Scott Thompson, Gary Scott Thompson, Chris Edwards, Chris Hanley, Francis Haines, Humphrey Bangham, Stephen W. Parsons, Clive Tickner","Thriller, Action, Horror, Science Fiction, Crime"
3360,7000000,Action,16651,"based on novel, biography",en,The Other Side of Heaven,"John H. Groberg, a middle class kid from Idaho Falls, crosses the Pacific to become a Mormon missionary in the remote and exotic Tongan island kingdom during the 1950's. He leaves behind a loving family and the true love of his life, Jean. Through letters and musings across the miles, John shares his humbling and sometimes hilarious adventures with ""the girl back home"", and her letters buoy up his spirits in difficult times. John must struggle to overcome language barriers, physical hardship and deep-rooted suspicion to earn the trust and love of the Tongan people he has come to serve. Throughout his adventure-filled three years on the islands, he discovers friends and wisdom in the most unlikely places. John H. Groberg's Tongan odyssey will change his life forever.",2.206097,3Mark Entertainment,United States of America,4/12/2001,4720371,113.0,"English, ",Released,An Epic Journey.,The Other Side of Heaven,6.7,14,"Christopher Gorham, Anne Hathaway, Joe Folau, Miriama Smith","Mitch Davis, Mitch Davis","Action, Adventure, Drama, Family"
3361,7000000,Drama,4251,"love of one's life, pilot, class society, pakistan, india, kashmir conflict",hi,Veer-Zaara,"The story of the love between Veer Pratap Singh, an Indian, and Zaara Hayaat Khan, a Pakistani...a love so great it knows no boundaries...",3.721858,Yash Raj Films,India,11/12/2004,29385320,192.0,हिन्दी,Released,A Love Legend,Veer-Zaara,7.4,64,"Shah Rukh Khan, Preity Zinta, Rani Mukerji, Amitabh Bachchan, Hema Malini, Divya Dutta, Anupam Kher, Kirron Kher, Boman Irani, Manoj Bajpayee","Yash Chopra, Yash Chopra, Aditya Chopra, Aditya Chopra, Sanjeev Kohli, Anil Mehta, Ritesh Soni, Sudesh Mahan, Sharmishta Roy, Mandira Shukla","Drama, Romance"
3362,7000000,Drama,12400,"film making, film producer, video surveillance, sport, interracial marriage, auto accident, instructor, jujitsu, movie star, nightstick",en,Redbelt,"Is there room for principle in Los Angeles? Mike Terry teaches jujitsu and barely makes ends meet. His Brazilian wife, whose family promotes fights, wants to see Mike in the ring making money, but to him competition is degrading. A woman sideswipes Mike's car and then, after an odd sequence of events, shoots out the studio's window. Later that evening, Mike rescues an action movie star in a fistfight at a bar. In return, the actor befriends Mike, gives him a gift, offers him work on his newest film, and introduces Mike's wife to his own - the women initiate business dealings. Then, things go sour all at once, Mike's debts mount, and going into the ring may be his only option.",5.091253,Sony Pictures Classics,United States of America,4/7/2008,0,99.0,English,Released,There's always a way out. You just have to find it.,Redbelt,6.4,76,"Chiwetel Ejiofor, Tim Allen, Alice Braga, Jose Pablo Cantillo, Randy Couture, Ricky Jay, Joe Mantegna, Max Martini, Emily Mortimer, David Paymer","David Mamet, David Mamet",Drama
3363,7000000,Comedy,39053,mumblecore,en,Cyrus,"With John's social life at a standstill and his ex-wife about to get remarried, a down on his luck divorcÃ©e finally meets the woman of his dreams, only to discover she has another man in her life - her son. Before long, the two are locked in a battle of wits for the woman they both love-and it appears only one man can be left standing when it's over.",15.212569,Scott Free Productions,United States of America,6/18/2010,0,91.0,"English, Polski",Released,John met the woman of his dreams. Then he met her son ...,Cyrus,6.1,133,"John C. Reilly, Jonah Hill, Marisa Tomei, Catherine Keener, Matt Walsh, Kathy Wittes, Diane Mizota, Katie Aselton, Jamie Donnelly, Tim Guinee","Ridley Scott, Tony Scott, Michael Andrews, Jack Gill, Michael Costigan, Jay Duplass, Jay Duplass, Mark Duplass, Mark Duplass, Jas Shelton","Comedy, Drama, Romance"
